Lucky U Denver Special Bitter,NULL,0,0,,Breckenridge Brewery,471 Kalamath Street,Denver,Colorado,United States,80204,303-623-2739,http://www.breckbrew.com/
471 Pilsner,NULL,0,0,,Breckenridge Brewery,471 Kalamath Street,Denver,Colorado,United States,80204,303-623-2739,http://www.breckbrew.com/
Mortality Stout,American-Style Stout,7.5,0,,ReaperAle,,Foothill Ranch,California,United States,,,
Big Hoppy Monster,American-Style Amber/Red Ale,8.75,0,This mammoth imperial red ale leads with a tantalizing hop aroma that is quickly complemented by an enormous malt backbone & finished with a multitude of hoppy goodness.,Terrapin Beer Company,196 Alps Road,Athens,Georgia,United States,30606,1-888-557-2337,http://www.terrapinbeer.com/
Sublimator Doppelbock,Traditional German-Style Bock,0,0,,Barley's Casino & Brewing Company,4500 East Sunset Road #30,Henderson,Nevada,United States,89014,1-702-458-2739,
Strom Bomb Stout,American-Style Stout,7.3,0,,Bottom's Up Brewing,402 West Pine Street,Pinedale,Wyoming,United States,82941,1-307-367-2337,
Black Sand Porter,Porter,0,0,,Kona Brewing,75-5629 Kuakini Highway,Kailua-Kona,Hawaii,United States,96740,1-808-334-1133,http://www.konabrewingco.com
Powell Porter,Porter,0,0,,Main Street Alehouse,333 North Main Avenue,Gresham,Oregon,United States,97030,1-503-669-0569,
Eager Beaver IPA,American-Style India Pale Ale,0,0,,Main Street Alehouse,333 North Main Avenue,Gresham,Oregon,United States,97030,1-503-669-0569,
IPA,American-Style India Pale Ale,6.9,0,,Cheshire Cat Brewery,7803 Ralston Road,Arvada,Colorado,United States,80002,1-303-431-9000,
Black Cat Stout,American-Style Stout,6.15,0,,Cheshire Cat Brewery,7803 Ralston Road,Arvada,Colorado,United States,80002,1-303-431-9000,
Fat Cat,NULL,7.25,0,,Cheshire Cat Brewery,7803 Ralston Road,Arvada,Colorado,United States,80002,1-303-431-9000,
Arrogant Brit,NULL,5.3,0,,Cheshire Cat Brewery,7803 Ralston Road,Arvada,Colorado,United States,80002,1-303-431-9000,
Pilsner,NULL,4.85,0,,Cheshire Cat Brewery,7803 Ralston Road,Arvada,Colorado,United States,80002,1-303-431-9000,
Dogtoberfest Octoberfest,German-Style Oktoberfest,5.3,0,"Dogtoberfest are shrouded in mystery, but scholars think it has everything to do with an insane German king and a crazed Oompah band. You can read the full historical record of Dogtoberfest at FlyingDogAles.com. Dogtoberfest is deep mahogany in color with an intriguing caramel finish and brewed with 100% imported German ingredients for a true German flavor.",Flying Dog Brewery,2401 Blake St.,Denver,Colorado,United States,80205,303-292-5027,http://www.flyingdogales.com/
Lucky U ESB,NULL,5.1,0,,Rock Bottom Restaurant & Brewery - Denver,1001 16th Street #A-100,Denver,Colorado,United States,80202,1-303-534-7616,
Purple Nightie,NULL,6.2,0,,Rock Bottom Restaurant & Brewery - Denver,1001 16th Street #A-100,Denver,Colorado,United States,80202,1-303-534-7616,
Rocktoberfest,German-Style Oktoberfest,5,0,,Rock Bottom Restaurant & Brewery - Denver,1001 16th Street #A-100,Denver,Colorado,United States,80202,1-303-534-7616,
Dark Knight,NULL,12,0,,Barley John's Brewpub,781 Old Highway 8 SW,New Brighton,Minnesota,United States,55112,1-651-636-4670,
Sunny Summer Ale,NULL,0,0,,Barley John's Brewpub,781 Old Highway 8 SW,New Brighton,Minnesota,United States,55112,1-651-636-4670,
Wit,NULL,0,0,,Barley John's Brewpub,781 Old Highway 8 SW,New Brighton,Minnesota,United States,55112,1-651-636-4670,
Old Eight Porter,American-Style Stout,0,0,,Barley John's Brewpub,781 Old Highway 8 SW,New Brighton,Minnesota,United States,55112,1-651-636-4670,
Wild Brunette,NULL,7.5,0,,Barley John's Brewpub,781 Old Highway 8 SW,New Brighton,Minnesota,United States,55112,1-651-636-4670,
Stockyard IPA,American-Style India Pale Ale,0,0,,Barley John's Brewpub,781 Old Highway 8 SW,New Brighton,Minnesota,United States,55112,1-651-636-4670,
Little Barley Bitter,NULL,0,0,,Barley John's Brewpub,781 Old Highway 8 SW,New Brighton,Minnesota,United States,55112,1-651-636-4670,
Black H2O Oatmeal Stout,Oatmeal Stout,6.2,0,"This is our darkest and most heavy regular offering. It is virtually black in color and features rich roasted malt flavor with a delicate caramel and vanilla finish. It is carbonated and served with the use of nitrogen gas, giving the Black Water a beautiful cascading pour and thick, creamy foam atop your glass. Made with only the freshest American malts and English hops.",Minneapolis Town Hall Brewery,1430 Washington Avenue South,Minneapolis,Minnesota,United States,55454,1-612-339-8696,http://www.townhallbrewery.com/
Masala Mama IPA,American-Style India Pale Ale,5.9,0,"Our brewers believe an American IPA should be full of American hops. Masala Mama uses three different West Coast varieties, over five hop additions. This copper-colored ale is not strictly about hops; American pale barley and several caramel malts balance the flavor for a green, toasted caramel finish. The British realized an abundance of hops will help preserve beer â¦ we realized hops can preserve our customers.",Minneapolis Town Hall Brewery,1430 Washington Avenue South,Minneapolis,Minnesota,United States,55454,1-612-339-8696,http://www.townhallbrewery.com/
Smoked Porter,American-Style Lager,0,0,,Minneapolis Town Hall Brewery,1430 Washington Avenue South,Minneapolis,Minnesota,United States,55454,1-612-339-8696,http://www.townhallbrewery.com/
Tripel Vision,NULL,0,0,,Minneapolis Town Hall Brewery,1430 Washington Avenue South,Minneapolis,Minnesota,United States,55454,1-612-339-8696,http://www.townhallbrewery.com/
Hope & King Scotch Ale,Scotch Ale,6,0,"Hope and King is a full-body brew and is rich in malt complexity. Brewed with both English and American barley and many, many specialty malts this deeply colored ale has hints of roasted chocolate, caramel and raisins with very little hop presence. Our interpretation of the classic ale that originated in Glasgow, Scotland.",Minneapolis Town Hall Brewery,1430 Washington Avenue South,Minneapolis,Minnesota,United States,55454,1-612-339-8696,http://www.townhallbrewery.com/
West Bank Pub Ale,Classic English-Style Pale Ale,4.6,0,"Most welcoming British pubs off a house ale or ""pub ale"" â this is ours. We use only the finest English barley, hops and yeast to create this classic English-style pale ale. It is noted for its nice malt flavor balanced with a medium hop presence. The pub ale is often referred to as our house ""session beer"" (a beer you can drink a number of and not fall off your barstool).",Minneapolis Town Hall Brewery,1430 Washington Avenue South,Minneapolis,Minnesota,United States,55454,1-612-339-8696,http://www.townhallbrewery.com/
Bright Spot Golden Ale,Golden or Blonde Ale,4.5,0,"This American-style golden ale is our lightest, in both color and flavor. Bright Spot is brewed with locally malted 2-row barley and the finest American, Czech and German hops lending a well-balanced, refreshing taste. A compliment to nearly any of our menu choices.",Minneapolis Town Hall Brewery,1430 Washington Avenue South,Minneapolis,Minnesota,United States,55454,1-612-339-8696,http://www.townhallbrewery.com/
High Point Dunkel,NULL,0,0,,Herkimer Pub & Brewery,2922 Lyndale Avenue South,Minneapolis,Minnesota,United States,55408,1-612-821-0101,
Kolsch,NULL,0,0,,Herkimer Pub & Brewery,2922 Lyndale Avenue South,Minneapolis,Minnesota,United States,55408,1-612-821-0101,
India Pale Ale,American-Style Pale Ale,0,0,,Green Mill Brewing - Saint Paul,57 Hamline Avenue South,Saint Paul,Minnesota,United States,55105,1-651-698-0353,
Tusker Premium Lager,American-Style Lager,0,0,,Kenya Breweries,PO Box 30161,Nairobi,,Kenya,,254-864000,
Big Island Porter,Porter,0,0,,Green Mill Brewing - Saint Paul,57 Hamline Avenue South,Saint Paul,Minnesota,United States,55105,1-651-698-0353,
Knockadoon Irish Ale,NULL,0,0,,Green Mill Brewing - Saint Paul,57 Hamline Avenue South,Saint Paul,Minnesota,United States,55105,1-651-698-0353,
Grand Marais Pale Ale,American-Style Pale Ale,0,0,,Green Mill Brewing - Saint Paul,57 Hamline Avenue South,Saint Paul,Minnesota,United States,55105,1-651-698-0353,
Kabeelo Lodge Lager,American-Style Lager,0,0,,Green Mill Brewing - Saint Paul,57 Hamline Avenue South,Saint Paul,Minnesota,United States,55105,1-651-698-0353,
Gunflint Gold Ale,NULL,0,0,,Green Mill Brewing - Saint Paul,57 Hamline Avenue South,Saint Paul,Minnesota,United States,55105,1-651-698-0353,
Amber Bock,Traditional German-Style Bock,0,0,,O'Gara's Bar & Grill,146 Snelling Avenue North,Saint Paul,Minnesota,United States,55104,1-651-644-3333,
Cork Brown Ale,Porter,0,0,,O'Gara's Bar & Grill,146 Snelling Avenue North,Saint Paul,Minnesota,United States,55104,1-651-644-3333,
Sligo Red,NULL,0,0,,O'Gara's Bar & Grill,146 Snelling Avenue North,Saint Paul,Minnesota,United States,55104,1-651-644-3333,
Light Amber Ale,American-Style Amber/Red Ale,0,0,,O'Gara's Bar & Grill,146 Snelling Avenue North,Saint Paul,Minnesota,United States,55104,1-651-644-3333,
Honey Brown,American-Style Lager,0,0,,O'Gara's Bar & Grill,146 Snelling Avenue North,Saint Paul,Minnesota,United States,55104,1-651-644-3333,
Irish Gold,NULL,0,0,,O'Gara's Bar & Grill,146 Snelling Avenue North,Saint Paul,Minnesota,United States,55104,1-651-644-3333,
Maibock,Traditional German-Style Bock,7.2,0,,Staatliches Hofbräuhaus in München,Hofbräuallee 1,München,Bayern,Germany,,49-(0)89-/-92105-0,
Malheur Black Chocolate 2003,NULL,12,0,,Brouwerij De Landtsheer,Mandekenstraat 179,Buggenhout,Oost-Vlaanderen,Belgium,,32-052-33-39-11,
Hahn Special Vintage 2000,Old Ale,8,0,,Lion Nathan Australia  Hunter Street,"Level 15, 20 Hunter Street",Sydney,New South Wales,Australia,,61-(02)-9320-2200,
Samuel Adams Chocolate Bock,Traditional German-Style Bock,5.5,0,,Boston Beer Company,30 Germania Street,Boston,Massachusetts,United States,2130,1-800-372-1131,http://www.samueladams.com/
2004 Symposium Ale,NULL,7.5,0,,Stone Brewing Co.,1999 Citracado Parkway,Escondido,California,United States,92029,1-760-471-4999,http://www.stonebrew.com/
Benchmark Old Ale,Old Ale,9.9,0,,Portland Brewing,2730 NW 31st Avenue,Portland,Oregon,United States,97210,1-503-226-7623,
Czar Imperial Stout,American-Style Stout,11.9,0,,Avery Brewing Company,5763 Arapahoe Avenue,Boulder,Colorado,United States,80303,1-877-844-5679,http://www.averybrewing.com/
Guinness Foreign Extra,American-Style Stout,6.5,0,,Desnoes & Geddes Ltd,214 Spanish Town,Kingston,,Jamaica,,1-876-923-9291,
Dragonhead Stout,American-Style Stout,4,0,"Dragonhead is a legendary stout: dark, intense and fully-flavoured, it is our tribute to the Vikings and their cultural legacy in Orkney.",,,,,,,,
Dundee Porter,Porter,0,0,,Golden Valley Brewery and Pub,980 NE Fourth Street,McMinnville,Oregon,United States,97128,1-503-472-2739,http://www.goldenvalleybrewery.com/
Lava Rock Porter,Porter,7,0,,Dick's Brewing,5945 Prather Road,Centralia,Washington,United States,98531,1-800-586-7760,
Three Threads Porter,Porter,0,0,,Far West Ireland Brewing,,Redmond,Washington,United States,98052,1-425-869-5933,
TmavÃ© 10% / Dark Beer,NULL,0,0,,Pivovar Klter Hradit,CZ-294 15 Klter Hradit nad Jizerou,Klter Hradit nad Jizerou,,Czech Republic,,420-329-774-421,
Porter,German-Style Schwarzbier,5.8,0,,Hoepfner Privatbrauerei,Haid-und-Neu-Strae 18,Karlsruhe,Baden-Wrttemberg,Germany,,49-(0)721-/-6183-0,
Auburn Ale,American-Style Amber/Red Ale,5,0,,Cameron's Brewing,1165 Invicta Drive,Oakville,Ontario,Canada,0,1-905-849-8282,
Strong Ox,NULL,0,0,,Mussel Inn,Onekaka,Takaka,,New Zealand,,64-(03)-525-9241,
Old 95,Old Ale,7,0,,Emerson Brewing,14 Wickliffe Street,Dunedin,,New Zealand,,64-(03)-477-1812,
Taieri George,NULL,6.8,0,,Emerson Brewing,14 Wickliffe Street,Dunedin,,New Zealand,,64-(03)-477-1812,
Maibock,Traditional German-Style Bock,0,0,,Gordon Biersch Brewing,357 East Taylor Street,San Jose,California,United States,95112,1-408-278-1008,http://www.gordonbiersch.com/brewery
Dunkles,NULL,5.1,0,,Gordon Biersch Brewing,357 East Taylor Street,San Jose,California,United States,95112,1-408-278-1008,http://www.gordonbiersch.com/brewery
Golden Export,NULL,5,0,,Gordon Biersch Brewing,357 East Taylor Street,San Jose,California,United States,95112,1-408-278-1008,http://www.gordonbiersch.com/brewery
Premium Light Lager,American-Style Lager,4.5,0,,Gordon Biersch Brewing,357 East Taylor Street,San Jose,California,United States,95112,1-408-278-1008,http://www.gordonbiersch.com/brewery
Hop Maniac IPA,American-Style India Pale Ale,6.5,0,,On Tap Bistro & Brewery,,San Diego,California,United States,,,
Golden Triangle Triple,NULL,8.5,0,,On Tap Bistro & Brewery,,San Diego,California,United States,,,
Belgian Double,NULL,7,0,,On Tap Bistro & Brewery,,San Diego,California,United States,,,
Steamroller Stout,American-Style Stout,6,0,,On Tap Bistro & Brewery,,San Diego,California,United States,,,
Hazy Daze Hefeweizen,South German-Style Hefeweizen,5.5,0,,On Tap Bistro & Brewery,,San Diego,California,United States,,,
Patriot Pale Ale,American-Style Pale Ale,5.2,0,,On Tap Bistro & Brewery,,San Diego,California,United States,,,
Alt-Er-Ego Amber,American-Style Brown Ale,5,0,,On Tap Bistro & Brewery,,San Diego,California,United States,,,
Horny Devil,NULL,10,0,,AleSmith Brewing,9368 Cabot Drive,San Diego,California,United States,92126,1-858-549-9888,http://alesmith.com/
Old Numbskull 2003,NULL,10,0,,AleSmith Brewing,9368 Cabot Drive,San Diego,California,United States,92126,1-858-549-9888,http://alesmith.com/
Come About Imperial Stout,American-Style Imperial Stout,9,0,,Ballast Point Brewing,5401 Linda Vista Road #406,San Diego,California,United States,92110,1-800-581-2739,http://www.ballastpoint.com/
Navigator Doppelbock,German-Style Doppelbock,8.9,0,,Ballast Point Brewing,5401 Linda Vista Road #406,San Diego,California,United States,92110,1-800-581-2739,http://www.ballastpoint.com/
Vertical Epic 04.04.04,NULL,8.5,0,,Stone Brewing Co.,1999 Citracado Parkway,Escondido,California,United States,92029,1-760-471-4999,http://www.stonebrew.com/
First Anniversary Ale,NULL,0,0,,Green Flash Brewing,1430 Vantage Court #104A,Vista,California,United States,92083,1-760-597-9012,http://www.greenflashbrew.com
Nut Brown,American-Style Brown Ale,0,0,,Taylor's Restaurant and Brewery,,San Diego,California,United States,,,
Amber Ale,American-Style Amber/Red Ale,0,0,,Taylor's Restaurant and Brewery,,San Diego,California,United States,,,
Pale Ale,American-Style Pale Ale,0,0,,Taylor's Restaurant and Brewery,,San Diego,California,United States,,,
Hefeweizen,South German-Style Weizenbock,7.5,0,,Taylor's Restaurant and Brewery,,San Diego,California,United States,,,
India Pale Ale,American-Style Pale Ale,0,0,,La Jolla Brew House,7536 Fay Avenue,La Jolla,California,United States,92037,1-858-456-6279,
Pale Ale,American-Style Pale Ale,0,0,,La Jolla Brew House,7536 Fay Avenue,La Jolla,California,United States,92037,1-858-456-6279,
Amber,American-Style Amber/Red Ale,0,0,,La Jolla Brew House,7536 Fay Avenue,La Jolla,California,United States,92037,1-858-456-6279,
Stout,American-Style Stout,0,0,,La Jolla Brew House,7536 Fay Avenue,La Jolla,California,United States,92037,1-858-456-6279,
Pilsner,NULL,0,0,,La Jolla Brew House,7536 Fay Avenue,La Jolla,California,United States,92037,1-858-456-6279,
Wheat,South German-Style Hefeweizen,0,0,,La Jolla Brew House,7536 Fay Avenue,La Jolla,California,United States,92037,1-858-456-6279,
Fire Rock Pale Ale,American-Style Pale Ale,5.8,0,,Kona Brewing,75-5629 Kuakini Highway,Kailua-Kona,Hawaii,United States,96740,1-808-334-1133,http://www.konabrewingco.com
Double Barrel Ale,American-Style Amber/Red Ale,5,0,A British Pale Ale never tasted so fresh. We challenge our good friends across the pond to match this one. Canât be done. Weâve honored the traditions of the great British Pale brewers of Burton-on-Trent using our patented Firestone Union oak barrels. Youâre left with a mild blend of vanilla and toasted oak flavor touched with an elegant hint of English noble hops. DBA is the flagship of our company and wildly popular.,Firestone Walker Brewing Company,1400 Ramada Drive,Paso Robles,California,United States,93446,(805) 238-2556,http://www.firestonewalker.com/
Island Pale Ale (IPA),American-Style India Pale Ale,7,0,Our Islander IPA is a powerful West Coast IPA. This beer bites back with an intense hoppy zing and high alcohol content. The Islander IPA is dry hopped with tons of Centennial & Chinook hops and its fruity aroma will win your approval.,Coronado Brewing Company,170 Orange Avenue,Coronado,California,United States,92118,1-619-437-4452,http://www.coronadobrewingcompany.com/
Point Loma Porter,Porter,0,0,"A robust porter, very dark in color and a roasted malt flavor from chocolate malts. Its slight bitterness is rightfully balanced with a sweet smooth finish. A full-bodied beer with medium hop bitterness and aroma.",Coronado Brewing Company,170 Orange Avenue,Coronado,California,United States,92118,1-619-437-4452,http://www.coronadobrewingcompany.com/
Uptown Brown,American-Style Brown Ale,0,0,,Coronado Brewing Company,170 Orange Avenue,Coronado,California,United States,92118,1-619-437-4452,http://www.coronadobrewingcompany.com/
Mermaid Red,American-Style Amber/Red Ale,0,0,,Coronado Brewing Company,170 Orange Avenue,Coronado,California,United States,92118,1-619-437-4452,http://www.coronadobrewingcompany.com/
Four Brothers Pale Ale,American-Style Pale Ale,0,0,,Coronado Brewing Company,170 Orange Avenue,Coronado,California,United States,92118,1-619-437-4452,http://www.coronadobrewingcompany.com/
Coronado Golden Ale,German-Style Pilsener,0,0,"This golden colored ale is smooth, light in flavor, crisp and very similar to a European-style pilsner. Our Golden ale is delicately hopped with traditional pilsner style Czech Saaz hops. It is one of our most popular beers and considered our gateway beer.",Coronado Brewing Company,170 Orange Avenue,Coronado,California,United States,92118,1-619-437-4452,http://www.coronadobrewingcompany.com/
Old Guardian Barley Wine 2003,NULL,9.91,0,,Stone Brewing Co.,1999 Citracado Parkway,Escondido,California,United States,92029,1-760-471-4999,http://www.stonebrew.com/
Dorado Double IPA,Imperial or Double India Pale Ale,9.6,0,,Ballast Point Brewing,5401 Linda Vista Road #406,San Diego,California,United States,92110,1-800-581-2739,http://www.ballastpoint.com/
Old 395 Barleywine,NULL,0,0,,San Diego Brewing,10450-L Friars Road,San Diego,California,United States,92120,1-619-284-2739,
Mission Gorge Porter,Porter,0,0,,San Diego Brewing,10450-L Friars Road,San Diego,California,United States,92120,1-619-284-2739,
Grantville Gold,NULL,0,0,,San Diego Brewing,10450-L Friars Road,San Diego,California,United States,92120,1-619-284-2739,
Old Town Nut Brown,American-Style Brown Ale,0,0,,San Diego Brewing,10450-L Friars Road,San Diego,California,United States,92120,1-619-284-2739,
Amber,American-Style Amber/Red Ale,0,0,,San Diego Brewing,10450-L Friars Road,San Diego,California,United States,92120,1-619-284-2739,
Friars IPA,American-Style India Pale Ale,0,0,,San Diego Brewing,10450-L Friars Road,San Diego,California,United States,92120,1-619-284-2739,
Levitation Ale,American-Style Amber/Red Ale,4.4,0,,Stone Brewing Co.,1999 Citracado Parkway,Escondido,California,United States,92029,1-760-471-4999,http://www.stonebrew.com/
Imperial Stout 2003,American-Style Stout,9.4,0,,Stone Brewing Co.,1999 Citracado Parkway,Escondido,California,United States,92029,1-760-471-4999,http://www.stonebrew.com/
Lil Devil,NULL,0,0,,AleSmith Brewing,9368 Cabot Drive,San Diego,California,United States,92126,1-858-549-9888,http://alesmith.com/
Pure Hoppiness,Imperial or Double India Pale Ale,8,0,A West Coast Double IPA,,,,,,,,
Smoked Porter,Porter,5.9,0,"Stone Smoked Porter is dark, rich and complicated. A porter is substantially darker than a pale ale, but not as black or opaque as a stout. Our Smoked porter has a captivatingly deep mahogany color, complimented by silky dark tan head. Rich, full bodied and robust. Smooth, with chocolate and coffee-like flavors balanced by the subtle ""smoky"" character of just the right amount of peat-smoked specialty malt.",Stone Brewing Co.,1999 Citracado Parkway,Escondido,California,United States,92029,1-760-471-4999,http://www.stonebrew.com/
Stone Pale Ale,American-Style Pale Ale,5.4,0,"Our flagship ale, Stone Pale Ale is our Southern California interpretation of the classic British pale ale style. Deep amber in color, Stone Pale Ale is robust and full flavored. A delicate hop aroma is complemented by a rich maltiness. This is an ale for those who have learned to appreciate distinctive flavor. Stone Pale Ale is great by itself, or with food that requires a beer of character.",Stone Brewing Co.,1999 Citracado Parkway,Escondido,California,United States,92029,1-760-471-4999,http://www.stonebrew.com/
Winter Wheat,NULL,0,0,,San Marcos Brewery & Grill,1080 West San Marcos Boulevard,San Marcos,California,United States,92069,1-760-471-0050,
Oatmeal Stout,American-Style Stout,0,0,,San Marcos Brewery & Grill,1080 West San Marcos Boulevard,San Marcos,California,United States,92069,1-760-471-0050,
Pale Ale,American-Style Pale Ale,0,0,,San Marcos Brewery & Grill,1080 West San Marcos Boulevard,San Marcos,California,United States,92069,1-760-471-0050,
Amber Ale,American-Style Amber/Red Ale,0,0,,San Marcos Brewery & Grill,1080 West San Marcos Boulevard,San Marcos,California,United States,92069,1-760-471-0050,
X-Tra Pale,American-Style Pale Ale,0,0,,San Marcos Brewery & Grill,1080 West San Marcos Boulevard,San Marcos,California,United States,92069,1-760-471-0050,
Caber Tossed,NULL,0,0,,San Marcos Brewery & Grill,1080 West San Marcos Boulevard,San Marcos,California,United States,92069,1-760-471-0050,
Cinnabarr,NULL,0,0,,San Marcos Brewery & Grill,1080 West San Marcos Boulevard,San Marcos,California,United States,92069,1-760-471-0050,
Old English Ale,Old Ale,0,0,,San Marcos Brewery & Grill,1080 West San Marcos Boulevard,San Marcos,California,United States,92069,1-760-471-0050,
Honey Ale,American-Style Lager,0,0,,San Marcos Brewery & Grill,1080 West San Marcos Boulevard,San Marcos,California,United States,92069,1-760-471-0050,
Premium Golden Ale,NULL,0,0,,San Marcos Brewery & Grill,1080 West San Marcos Boulevard,San Marcos,California,United States,92069,1-760-471-0050,
Ding Ding Double IPA,American-Style India Pale Ale,0,0,,Oggi's Pizza and Brewing - Vista,425 South Melrose Drive,Vista,California,United States,92083,1-760-295-3581,
Irish Stout,American-Style Stout,0,0,,Oggi's Pizza and Brewing - Vista,425 South Melrose Drive,Vista,California,United States,92083,1-760-295-3581,
Torrey Pines IPA,American-Style India Pale Ale,6.8,0,,Oggi's Pizza and Brewing - Vista,425 South Melrose Drive,Vista,California,United States,92083,1-760-295-3581,
Sunset Amber Ale,American-Style Amber/Red Ale,5,0,,Oggi's Pizza and Brewing - Vista,425 South Melrose Drive,Vista,California,United States,92083,1-760-295-3581,
Paradise Pale Ale,American-Style Pale Ale,4.8,0,,Oggi's Pizza and Brewing - Vista,425 South Melrose Drive,Vista,California,United States,92083,1-760-295-3581,
Sweet Spot Hefe,South German-Style Hefeweizen,5.5,0,,Oggi's Pizza and Brewing - Vista,425 South Melrose Drive,Vista,California,United States,92083,1-760-295-3581,
California Gold,American-Style Lager,4.5,0,,Oggi's Pizza and Brewing - Vista,425 South Melrose Drive,Vista,California,United States,92083,1-760-295-3581,
Skye Strong Ale,NULL,0,0,,Port Brewing Company,155 Mata Way Suite 104,San Marcos,California,United States,92069,(760) 891-0272,http://www.portbrewing.com/
Bombshell Barleywine,NULL,9.8,0,,Port Brewing Company,155 Mata Way Suite 104,San Marcos,California,United States,92069,(760) 891-0272,http://www.portbrewing.com/
Red Square,American-Style Stout,0,0,,Port Brewing Company,155 Mata Way Suite 104,San Marcos,California,United States,92069,(760) 891-0272,http://www.portbrewing.com/
Broken Keg Ice Bock,Traditional German-Style Bock,15,0,,Port Brewing Company,155 Mata Way Suite 104,San Marcos,California,United States,92069,(760) 891-0272,http://www.portbrewing.com/
Z-U-Later Doppelbock,Traditional German-Style Bock,8,0,,Port Brewing Company,155 Mata Way Suite 104,San Marcos,California,United States,92069,(760) 891-0272,http://www.portbrewing.com/
Frank Double IPA,American-Style India Pale Ale,8.5,0,,Port Brewing Company,155 Mata Way Suite 104,San Marcos,California,United States,92069,(760) 891-0272,http://www.portbrewing.com/
Creamy Stout,American-Style Stout,0,0,,Sports City Cafe & Brewery,,La Jolla,California,United States,,,
Brown Ale,American-Style Brown Ale,0,0,,Sports City Cafe & Brewery,,La Jolla,California,United States,,,
India Pale Ale,American-Style Pale Ale,0,0,,Sports City Cafe & Brewery,,La Jolla,California,United States,,,
Pale Ale,American-Style Pale Ale,0,0,,Sports City Cafe & Brewery,,La Jolla,California,United States,,,
Red Ale,American-Style Pale Ale,0,0,,Sports City Cafe & Brewery,,La Jolla,California,United States,,,
Belgian Abbey Red,NULL,0,0,,Karl Strauss Brewery Gardens - Sorrento Mesa,9675 Scranton Road,San Diego,California,United States,92121,1-858-587-2739,
Padre Porter,NULL,0,0,,Karl Strauss Brewery Gardens - Sorrento Mesa,9675 Scranton Road,San Diego,California,United States,92121,1-858-587-2739,
Star of India Pale Ale,American-Style Pale Ale,0,0,,Karl Strauss Brewery Gardens - Sorrento Mesa,9675 Scranton Road,San Diego,California,United States,92121,1-858-587-2739,
Downtown After Dark,American-Style Brown Ale,12,0,,Karl Strauss Brewery Gardens - Sorrento Mesa,9675 Scranton Road,San Diego,California,United States,92121,1-858-587-2739,
Red Trolley Ale,American-Style Amber/Red Ale,0,0,,Karl Strauss Brewery Gardens - Sorrento Mesa,9675 Scranton Road,San Diego,California,United States,92121,1-858-587-2739,
Amber Lager,American-Style Lager,0,0,,Karl Strauss Brewery Gardens - Sorrento Mesa,9675 Scranton Road,San Diego,California,United States,92121,1-858-587-2739,
Endless Summer Gold,NULL,0,0,,Karl Strauss Brewery Gardens - Sorrento Mesa,9675 Scranton Road,San Diego,California,United States,92121,1-858-587-2739,
Sprecher Russian Imperial Stout,American-Style Imperial Stout,8.5,0,"Once brewed in Britain for the Russian Czars, this tremendously rich and thick ale uses a profusion of burnt and caramel malts. A massive mouthful of dark roasted malt and coffee flavors finishes with hints of chocolate, caramel & licorice.",Sprecher Brewing,701 West Glendale Avenue,Glendale,Wisconsin,United States,53209,1-414-964-2739,http://www.sprecherbrewery.com/
Sprecher Abbey Triple,Belgian-Style Tripel,8.41,0,"A Belgian Trappist triple yeast culture balanced with the finest imported pale barley, Belgian aromatic malt and oats, gives this golden ale a fruity bouquet and a light refined taste.",Sprecher Brewing,701 West Glendale Avenue,Glendale,Wisconsin,United States,53209,1-414-964-2739,http://www.sprecherbrewery.com/
Blackfriar,Scotch Ale,7,0,,Inveralmond Brewery,Inveralmond Way,Perth,Scotland,United Kingdom,,44-(01738)-449448,
Rycerskie,Traditional German-Style Bock,7,0,,Browar Namys,ul. Bolesawa Chrobrego 26,Namys,,Poland,,48-(077)-40-39-100,
Van den Vern Grand Cru,NULL,9.8,0,,De Proef Brouwerij,Doornzelestraat 20,Lochristi-Hijfte,Oost-Vlaanderen,Belgium,,32-09-/-356.71.02,
Tripel Krullekop,NULL,9.8,0,,De Proef Brouwerij,Doornzelestraat 20,Lochristi-Hijfte,Oost-Vlaanderen,Belgium,,32-09-/-356.71.02,
Black Diamond Imperial Porter,American-Style Stout,0,0,,Siletz Roadhouse & Brewery,243 North Gaither Street,Siletz,Oregon,United States,97380,1-541-444-2335,
Mojo Ale,NULL,0,0,,Siletz Roadhouse & Brewery,243 North Gaither Street,Siletz,Oregon,United States,97380,1-541-444-2335,
Satin Solstice Imperial Stout,American-Style Imperial Stout,7.5,0,"This smooth, creamy stout and a crackling fireplace are the perfect answer to a wintery evening in Wisconsin. The rich coffee flavor compliments the ""warm, fuzzy feeling"" you get from the abundant alcohol. Enjoy in moderation.",Central Waters Brewing Company,351 Allen Street,Amherst,Wisconsin,United States,54406,1-715-824-2739,http://www.centralwaters.com/
Snake Chaser,American-Style Stout,0,0,,Lakefront Brewery,1872 North Commerce Street,Milwaukee,Wisconsin,United States,53212,1-414-372-8800,http://www.lakefrontbrewery.com/index.html
Paddle Me IPA,American-Style India Pale Ale,0,0,,Siletz Roadhouse & Brewery,243 North Gaither Street,Siletz,Oregon,United States,97380,1-541-444-2335,
Oktober Fest - MÃ¤rzen,German-Style Oktoberfest,0,0,,Brauerei Aying Franz Inselkammer KG,Zornedinger Strae 2,Aying,Bayern,Germany,,49-(0)8095-/-9065-0,
